age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
68,4428,Executive,2,Male,Yes,No,High,D
50,4429,Executive,4,Male,Yes,Yes,High,B
47,4430,Executive,4,Male,Yes,Yes,High,C
51,4431,Artist,2,Male,Yes,Yes,Low,C
41,4432,Doctor,1,Female,No,Yes,Low,A
45,4433,Executive,4,Male,Yes,Yes,High,A
40,4434,Doctor,5,Male,Yes,No,Average,A
27,4435,Artist,5,Female,Yes,No,High,A
73,4436,Artist,2,Male,Yes,Yes,Average,C
43,4437,Engineer,2,Male,Yes,Yes,Average,B
55,4438,Artist,2,Male,Yes,Yes,High,A
41,4439,Doctor,2,Male,Yes,No,Average,A
25,4440,Entertainment,2,Male,No,Yes,Low,B
62,4441,Engineer,1,Female,Yes,No,Low,B
37,4442,Engineer,2,Female,Yes,No,Low,A
69,4443,Lawyer,1,Male,Yes,No,Low,D
89,4444,Entertainment,4,Female,Yes,Yes,Average,A
28,4445,Entertainment,3,Male,No,No,Low,A
38,4446,Artist,2,Female,No,Yes,Low,B
18,4447,Healthcare,4,Male,No,No,Low,D
81,4448,Lawyer,2,Male,Yes,Yes,High,B
45,4449,Executive,4,Male,Yes,Yes,Average,B
42,4450,Executive,5,Male,Yes,No,High,C
36,4451,Marketing,1,Male,No,No,Low,D
30,4452,Entertainment,2,Male,Yes,Yes,Low,A
33,4453,Healthcare,3,Female,No,Yes,Low,D
37,4454,Artist,2,Male,Yes,No,Average,C
35,4455,Artist,3,Male,Yes,No,Low,A
31,4456,Doctor,2,Female,No,Yes,Low,D
53,4457,Engineer,4,Female,Yes,No,Average,B
36,4458,Doctor,1,Male,No,Yes,Low,B
37,4459,Entertainment,2,Male,Yes,Yes,Low,A
80,4460,Lawyer,1,Male,Yes,Yes,Low,A
30,4461,Doctor,2,Male,Yes,Yes,Average,A
32,4462,Doctor,3,Male,No,No,Low,D
49,4463,Marketing,5,Male,Yes,Yes,Low,D
67,4464,Executive,4,Male,Yes,Yes,High,C
35,4465,Engineer,6,Male,Yes,No,Low,A
26,4466,Marketing,5,Female,Yes,No,Low,D
29,4467,Doctor,2,Male,No,Yes,Low,A
41,4468,Doctor,2,Male,No,Yes,Low,B
40,4469,Artist,2,Male,No,Yes,Low,A
29,4470,Healthcare,5,Male,No,No,Low,D
51,4471,Engineer,5,Female,Yes,No,Average,B
32,4472,Engineer,1,Male,No,Yes,Low,D
22,4473,Artist,3,Male,No,No,Low,D
35,4474,Entertainment,2,Female,Yes,Yes,Average,A
51,4475,Artist,1,Female,No,Yes,Low,B
46,4476,Engineer,1,Female,Yes,No,Low,A
27,4477,Healthcare,5,Female,No,Yes,Low,C
50,4478,Artist,4,Male,Yes,Yes,Average,B
59,4479,Healthcare,3,Male,Yes,Yes,Low,D
61,4480,Artist,1,Female,Yes,Yes,Low,C
32,4481,Doctor,1,Male,No,Yes,Low,A
26,4482,Healthcare,5,Female,No,Yes,Low,C
22,4483,Marketing,4,Male,No,No,Low,C
29,4484,Marketing,3,Female,No,No,Low,B
46,4485,Artist,3,Male,Yes,Yes,Low,B
85,4486,Lawyer,1,Female,Yes,Yes,Low,D
43,4487,Artist,2,Male,Yes,Yes,High,B
87,4488,Artist,1,Male,Yes,No,Low,A
25,4489,Entertainment,2,Male,Yes,Yes,Low,A
48,4490,Artist,3,Female,Yes,Yes,High,C
56,4491,Entertainment,2,Female,Yes,Yes,Average,B
32,4492,Entertainment,3,Female,No,No,Low,A
38,4493,Artist,7,Female,No,Yes,Low,C
31,4494,Doctor,2,Female,No,No,Low,A
36,4495,Executive,5,Female,Yes,No,Average,A
37,4496,Healthcare,2,Male,No,Yes,Low,D
40,4497,Doctor,2,Female,Yes,Yes,Low,A
26,4498,Healthcare,6,Female,No,No,Low,A
27,4499,Healthcare,2,Male,No,Yes,Low,D
47,4500,Artist,4,Male,Yes,No,Average,C
50,4501,Entertainment,3,Male,Yes,No,Average,B
37,4502,Doctor,3,Male,No,Yes,Low,A
49,4503,Artist,2,Female,Yes,Yes,Average,C
29,4504,Healthcare,3,Male,Yes,Yes,Low,D
37,4505,Executive,3,Male,Yes,Yes,High,D
59,4506,Engineer,3,Male,Yes,No,Average,C
21,4507,Marketing,5,Male,No,No,Low,D
29,4508,Healthcare,6,Male,No,No,Low,B
38,4509,Doctor,2,Female,No,Yes,Low,B
37,4510,Artist,3,Male,Yes,Yes,Low,A
55,4511,Doctor,1,Male,Yes,Yes,Low,C
50,4512,Artist,2,Male,Yes,Yes,Average,C
47,4513,Artist,2,Male,No,Yes,Low,B
52,4514,Artist,2,Male,Yes,Yes,Average,B
42,4515,Executive,5,Female,Yes,No,Average,A
32,4516,Healthcare,3,Male,No,No,Low,D
25,4517,Artist,1,Female,No,No,Low,B
68,4518,Entertainment,2,Male,Yes,Yes,Average,C
62,4519,Artist,2,Male,Yes,Yes,High,C
32,4520,Doctor,5,Male,No,Yes,Low,D
48,4521,Artist,1,Female,Yes,Yes,Low,B
70,4522,Lawyer,2,Male,Yes,Yes,Average,C
45,4523,Artist,1,Male,No,No,Low,B
48,4524,Homemaker,2,Female,Yes,Yes,Low,B
76,4525,Lawyer,2,Male,Yes,Yes,Low,A
53,4526,Engineer,3,Male,Yes,Yes,Low,B
83,4527,Executive,3,Male,Yes,No,High,B
49,4528,Engineer,1,Female,Yes,Yes,Low,B
76,4529,Lawyer,2,Female,Yes,Yes,High,B
37,4530,Engineer,5,Male,Yes,No,Average,B
35,4531,Artist,2,Female,Yes,No,Low,B
31,4532,Homemaker,2,Female,Yes,No,Average,B
21,4533,Marketing,5,Male,No,No,Low,B
71,4534,Entertainment,2,Male,No,Yes,Low,C
27,4535,Engineer,4,Female,No,No,Low,A
43,4536,Artist,4,Male,Yes,Yes,Average,C
46,4537,Artist,2,Male,Yes,Yes,Low,B
29,4538,Healthcare,6,Male,No,No,Low,D
27,4539,Engineer,5,Male,No,No,Low,D
48,4540,Artist,3,Female,Yes,No,Average,A
20,4541,Healthcare,5,Male,No,No,Low,D
38,4542,Entertainment,1,Male,No,Yes,Low,A
29,4543,Homemaker,6,Female,No,No,Low,D
48,4544,Doctor,4,Female,Yes,Yes,Average,C
65,4545,Lawyer,1,Female,No,Yes,Low,A
51,4546,Engineer,7,Male,Yes,No,Average,B
56,4547,Marketing,3,Male,Yes,No,Average,B
86,4548,Lawyer,2,Female,Yes,Yes,High,C
86,4549,Executive,2,Male,Yes,Yes,High,C
59,4550,Artist,2,Male,Yes,Yes,High,D
38,4551,Doctor,2,Male,Yes,Yes,Average,C
45,4552,Artist,1,Female,No,Yes,Low,B
48,4553,Artist,2,Female,Yes,Yes,Low,B
33,4554,Engineer,4,Female,No,No,Low,B
38,4555,Entertainment,3,Male,Yes,Yes,Average,B
49,4556,Artist,4,Female,Yes,Yes,Average,C
48,4557,Artist,2,Female,Yes,Yes,Average,A
28,4558,Healthcare,4,Male,No,Yes,Low,C
33,4559,Doctor,2,Female,Yes,Yes,Average,B
27,4560,Entertainment,1,Male,Yes,No,Low,A
39,4561,Artist,4,Male,Yes,Yes,Average,B
87,4562,Lawyer,1,Female,Yes,No,Low,C
30,4563,Healthcare,4,Male,No,Yes,Low,B
51,4564,Artist,5,Female,Yes,Yes,High,C
46,4565,Executive,5,Male,Yes,Yes,High,B
55,4566,Entertainment,1,Female,No,No,Low,A
39,4567,Entertainment,4,Male,No,No,Low,A
63,4568,Artist,4,Male,Yes,Yes,Average,A
84,4569,Lawyer,2,Male,Yes,Yes,High,C
41,4570,Executive,2,Male,Yes,Yes,High,C
27,4571,Healthcare,4,Male,No,Yes,Low,A
35,4572,Doctor,1,Male,No,Yes,Low,A
47,4573,Artist,2,Female,Yes,Yes,Low,B
32,4574,Artist,3,Female,Yes,Yes,Low,B
31,4575,Engineer,2,Male,Yes,Yes,Low,D
38,4576,Healthcare,4,Female,No,Yes,Low,A
31,4577,Doctor,6,Male,No,Yes,Low,A
83,4578,Lawyer,1,Male,No,Yes,Low,D
41,4579,Doctor,2,Male,Yes,Yes,Low,B
38,4580,Artist,2,Female,Yes,Yes,Average,C
61,4581,Executive,2,Male,Yes,Yes,High,B
48,4582,Homemaker,1,Female,Yes,Yes,Low,A
40,4583,Doctor,2,Male,Yes,Yes,Average,B
47,4584,Artist,1,Female,No,Yes,Low,B
53,4585,Executive,4,Male,Yes,Yes,High,D
72,4586,Artist,1,Male,Yes,No,Low,B
63,4587,Entertainment,1,Male,Yes,Yes,Low,A
42,4588,Artist,2,Male,Yes,Yes,Average,C
40,4589,Entertainment,3,Male,Yes,No,Average,D
63,4590,Artist,5,Female,Yes,Yes,Average,C
25,4591,Artist,3,Male,No,Yes,Low,A
49,4592,Executive,4,Male,Yes,Yes,High,B
28,4593,Healthcare,6,Female,No,No,Low,A
69,4594,Artist,2,Female,Yes,Yes,High,C
31,4595,Healthcare,5,Male,No,No,Low,C
36,4596,Artist,5,Female,Yes,Yes,Average,C
21,4597,Healthcare,4,Male,No,No,Low,D
41,4598,Healthcare,1,Female,No,Yes,Low,A
31,4599,Artist,2,Female,No,Yes,Low,B
51,4600,Executive,4,Male,Yes,Yes,High,C
55,4601,Artist,3,Male,Yes,Yes,Low,A
61,4602,Engineer,2,Female,Yes,No,Average,C
31,4603,Artist,3,Male,No,Yes,Low,D
55,4604,Artist,4,Female,Yes,Yes,High,B
33,4605,Artist,5,Female,No,Yes,Low,C
50,4606,Artist,5,Female,Yes,Yes,Average,C
71,4607,Entertainment,2,Male,Yes,No,Low,A
73,4608,Lawyer,2,Female,Yes,Yes,High,C
58,4609,Lawyer,4,Female,Yes,No,High,C
65,4610,Artist,2,Male,Yes,Yes,High,A
75,4611,Artist,2,Female,Yes,Yes,High,C
62,4612,Engineer,1,Female,No,Yes,Low,B
38,4613,Healthcare,5,Female,No,Yes,Low,D
27,4614,Homemaker,7,Female,No,Yes,Low,D
50,4615,Artist,2,Female,Yes,Yes,High,C
27,4616,Entertainment,1,Male,No,Yes,Low,A
33,4617,Healthcare,3,Male,No,No,Low,C
26,4618,Doctor,3,Female,Yes,No,Average,D
45,4619,Entertainment,2,Male,No,Yes,Low,A
25,4620,Doctor,1,Male,No,Yes,Low,A
37,4621,Artist,1,Male,Yes,Yes,Low,B
37,4622,Artist,3,Female,Yes,Yes,Average,B
60,4623,Artist,6,Female,Yes,Yes,High,C
76,4624,Lawyer,2,Female,Yes,Yes,High,C
47,4625,Doctor,4,Male,Yes,Yes,Average,A
42,4626,Artist,1,Female,Yes,Yes,Low,A
66,4627,Artist,4,Male,Yes,Yes,Low,C
40,4628,Artist,3,Male,Yes,Yes,Average,C
21,4629,Healthcare,6,Male,No,No,Low,D
42,4630,Doctor,1,Female,No,No,Low,A
57,4631,Doctor,2,Male,Yes,Yes,Average,C
23,4632,Healthcare,3,Male,No,No,Low,D
52,4633,Artist,4,Female,Yes,Yes,Average,C
42,4634,Doctor,2,Male,Yes,Yes,Average,C
28,4635,Doctor,4,Male,No,No,Low,D
43,4636,Artist,3,Male,Yes,Yes,Average,A
30,4637,Doctor,2,Male,No,Yes,Low,D
26,4638,Healthcare,6,Male,No,No,Low,A
86,4639,Executive,2,Male,Yes,Yes,High,C
52,4640,Entertainment,2,Male,Yes,Yes,Average,C
43,4641,Engineer,1,Female,Yes,No,Low,A
33,4642,Healthcare,1,Male,No,Yes,Low,D
25,4643,Healthcare,2,Male,Yes,Yes,Low,C
55,4644,Artist,1,Female,Yes,Yes,Low,B
47,4645,Engineer,4,Female,Yes,Yes,Average,C
27,4646,Doctor,4,Male,No,No,Low,D
38,4647,Healthcare,4,Male,Yes,Yes,Average,C
69,4648,Artist,9,Female,Yes,Yes,Average,C
19,4649,Doctor,5,Male,No,No,Low,C
28,4650,Marketing,2,Female,No,No,Low,D
65,4651,Artist,2,Male,Yes,Yes,High,C
25,4652,Homemaker,3,Female,Yes,No,Average,D
52,4653,Artist,2,Female,No,Yes,Low,A
37,4654,Artist,2,Female,No,Yes,Low,B
29,4655,Entertainment,2,Male,Yes,Yes,Low,D
31,4656,Healthcare,3,Male,No,Yes,Low,D
36,4657,Marketing,1,Female,No,Yes,Low,C
51,4658,Artist,2,Male,Yes,Yes,Low,A
60,4659,Executive,2,Male,Yes,No,High,B
22,4660,Healthcare,4,Female,No,No,Low,D
28,4661,Engineer,2,Male,Yes,Yes,Average,C
52,4662,Artist,3,Female,Yes,Yes,Average,C
28,4663,Doctor,4,Female,No,No,Low,C
37,4664,Artist,2,Female,Yes,Yes,Average,B
53,4665,Doctor,3,Male,Yes,Yes,Average,C
23,4666,Lawyer,6,Female,No,No,Low,B
75,4667,Lawyer,2,Female,Yes,Yes,High,B
53,4668,Artist,4,Male,Yes,Yes,High,C
30,4669,Artist,2,Male,Yes,Yes,Average,B
31,4670,Entertainment,2,Female,Yes,No,Average,A
27,4671,Doctor,5,Male,No,Yes,Low,B
65,4672,Lawyer,1,Male,Yes,Yes,Low,A
52,4673,Entertainment,2,Male,Yes,No,Average,B
52,4674,Artist,2,Female,Yes,Yes,Low,B
51,4675,Engineer,6,Female,No,No,Low,D
30,4676,Engineer,5,Female,Yes,Yes,Average,D
42,4677,Artist,2,Male,No,Yes,Low,C
19,4678,Healthcare,8,Female,No,No,Low,D
41,4679,Artist,4,Male,Yes,Yes,Average,C
36,4680,Engineer,4,Female,No,No,Low,D
43,4681,Healthcare,2,Female,Yes,Yes,Average,A
47,4682,Artist,2,Female,Yes,Yes,Average,C
60,4683,Lawyer,2,Female,Yes,Yes,Low,D
37,4684,Doctor,1,Female,No,Yes,Low,B
31,4685,Healthcare,2,Male,No,Yes,Low,C
37,4686,Artist,7,Male,No,Yes,Low,A
35,4687,Engineer,4,Male,Yes,Yes,Average,A
59,4688,Entertainment,2,Male,Yes,No,Average,C
20,4689,Healthcare,5,Female,No,No,Low,D
49,4690,Engineer,1,Female,No,Yes,Low,A
62,4691,Executive,4,Male,Yes,Yes,High,C
61,4692,Artist,5,Male,Yes,Yes,Average,C
41,4693,Marketing,3,Female,Yes,No,Average,A
21,4694,Doctor,3,Male,Yes,No,Low,D
38,4695,Engineer,6,Female,Yes,No,Average,B
48,4696,Artist,2,Female,Yes,Yes,Low,C
88,4697,Lawyer,1,Male,Yes,No,Low,D
43,4698,Healthcare,4,Male,Yes,Yes,High,B
38,4699,Entertainment,2,Male,Yes,Yes,Average,B
32,4700,Doctor,2,Male,No,No,Low,D
38,4701,Healthcare,2,Female,No,Yes,Low,D
43,4702,Artist,3,Female,No,Yes,Low,A
76,4703,Lawyer,2,Male,No,Yes,Low,A
30,4704,Healthcare,5,Male,No,Yes,Low,D
31,4705,Healthcare,4,Male,No,No,Low,D
70,4706,Lawyer,3,Male,Yes,No,High,B
25,4707,Engineer,1,Female,No,No,Low,A
29,4708,Marketing,2,Male,No,No,Low,D
71,4709,Artist,2,Male,Yes,Yes,Average,C
45,4710,Artist,2,Female,Yes,Yes,Average,B
41,4711,Artist,1,Female,No,Yes,Low,A
20,4712,Marketing,3,Male,No,No,Low,B
27,4713,Entertainment,2,Male,Yes,No,Average,A
27,4714,Healthcare,2,Male,Yes,Yes,High,D
41,4715,Artist,2,Female,Yes,Yes,High,B
67,4716,Lawyer,2,Male,Yes,No,Average,A
45,4717,Artist,4,Male,Yes,No,Average,B
36,4718,Executive,4,Male,Yes,No,High,C
33,4719,Engineer,3,Female,No,No,Low,C
87,4720,Artist,2,Female,Yes,Yes,Average,C
52,4721,Artist,1,Female,Yes,Yes,Low,A
32,4722,Healthcare,3,Female,No,No,Low,D
42,4723,Engineer,7,Female,No,Yes,Low,A
22,4724,Healthcare,5,Male,No,No,Low,D
18,4725,Doctor,4,Female,No,No,Low,D
26,4726,Doctor,4,Female,No,No,Low,D
66,4727,Engineer,4,Female,Yes,No,Average,B
69,4728,Lawyer,2,Male,Yes,No,Low,B
55,4729,Artist,2,Male,Yes,Yes,Low,A
49,4730,Artist,2,Female,Yes,Yes,Low,C
61,4731,Doctor,2,Male,Yes,Yes,Low,A
47,4732,Artist,1,Female,No,Yes,Low,C
59,4733,Executive,5,Male,Yes,Yes,High,C
38,4734,Artist,4,Male,Yes,Yes,Average,B
55,4735,Artist,2,Male,Yes,Yes,Average,C
25,4736,Homemaker,1,Female,No,No,Low,D
36,4737,Artist,4,Male,No,No,Low,A
41,4738,Entertainment,1,Male,Yes,Yes,Low,A
39,4739,Engineer,3,Female,No,No,Low,A
33,4740,Engineer,5,Female,No,No,Low,D
78,4741,Lawyer,3,Female,Yes,No,High,B
87,4742,Lawyer,1,Female,Yes,No,Low,A
60,4743,Artist,4,Female,Yes,Yes,High,C
77,4744,Lawyer,2,Male,Yes,No,High,C
43,4745,Entertainment,1,Female,Yes,No,Low,D
51,4746,Artist,3,Female,Yes,Yes,Average,C
18,4747,Doctor,5,Male,No,No,Low,C
46,4748,Artist,2,Female,No,Yes,Low,B
27,4749,Healthcare,5,Female,No,Yes,Low,A
26,4750,Artist,2,Male,Yes,Yes,Low,C
57,4751,Artist,3,Female,Yes,Yes,High,C
38,4752,Artist,2,Male,Yes,Yes,Low,C
41,4753,Doctor,3,Male,Yes,No,Low,A
38,4754,Engineer,3,Female,Yes,No,Low,A
30,4755,Healthcare,1,Female,No,Yes,Low,D
37,4756,Entertainment,3,Male,Yes,No,Low,A
28,4757,Artist,2,Male,Yes,Yes,Average,A
43,4758,Artist,3,Male,Yes,No,High,B
21,4759,Doctor,5,Male,No,No,Low,D
33,4760,Artist,3,Male,Yes,Yes,Average,A
78,4761,Lawyer,2,Male,Yes,Yes,High,A
27,4762,Healthcare,2,Female,No,No,Low,A
31,4763,Doctor,1,Male,No,No,Low,D
37,4764,Healthcare,3,Female,No,Yes,Low,C
33,4765,Entertainment,2,Male,No,Yes,Low,D
32,4766,Healthcare,3,Male,No,Yes,Low,A
32,4767,Doctor,4,Female,No,No,Low,D
36,4768,Artist,2,Male,Yes,Yes,Average,B
43,4769,Artist,2,Male,Yes,Yes,Low,C
41,4770,Engineer,2,Male,Yes,Yes,Average,C
55,4771,Artist,2,Female,Yes,No,Low,B
61,4772,Engineer,4,Male,Yes,No,Average,C
38,4773,Artist,2,Female,No,No,Low,D
62,4774,Entertainment,6,Male,Yes,Yes,Average,C
33,4775,Marketing,4,Female,No,No,Low,D
53,4776,Entertainment,2,Male,Yes,Yes,Average,B
38,4777,Doctor,3,Male,No,Yes,Low,A
51,4778,Artist,4,Male,Yes,No,Average,C
45,4779,Artist,4,Male,Yes,Yes,Average,C
71,4780,Engineer,1,Female,Yes,No,Low,B
26,4781,Homemaker,6,Female,No,No,Low,A
84,4782,Lawyer,1,Female,Yes,Yes,Low,A
56,4783,Lawyer,2,Male,Yes,No,High,C
27,4784,Marketing,4,Male,No,No,Low,D
36,4785,Engineer,3,Male,No,No,Low,D
70,4786,Artist,3,Female,Yes,Yes,Low,B
40,4787,Engineer,2,Female,Yes,Yes,Average,C
48,4788,Artist,1,Male,Yes,Yes,Low,B
41,4789,Artist,2,Female,Yes,Yes,Average,C
77,4790,Lawyer,2,Male,Yes,Yes,Low,C
72,4791,Artist,1,Male,Yes,Yes,Low,D
21,4792,Healthcare,3,Female,No,No,Low,D
29,4793,Healthcare,4,Female,No,Yes,Low,C
29,4794,Artist,7,Female,No,Yes,Low,D
18,4795,Healthcare,2,Male,No,No,Low,D
38,4796,Engineer,2,Female,Yes,Yes,Average,B
48,4797,Homemaker,2,Female,Yes,Yes,Average,B
48,4798,Doctor,2,Female,Yes,Yes,Average,A
37,4799,Artist,1,Female,No,Yes,Low,C
32,4800,Healthcare,5,Male,No,Yes,Low,D
33,4801,Healthcare,5,Male,No,No,Low,B
47,4802,Artist,5,Male,Yes,No,Average,A
65,4803,Lawyer,2,Male,Yes,Yes,High,C
22,4804,Healthcare,4,Male,Yes,No,Average,D
42,4805,Engineer,1,Female,Yes,No,Low,B
43,4806,Artist,1,Male,Yes,No,Low,A
27,4807,Artist,4,Male,No,Yes,Low,B
42,4808,Artist,1,Male,No,Yes,Low,A
45,4809,Executive,3,Male,Yes,Yes,High,C
33,4810,Doctor,6,Male,No,Yes,Low,D
58,4811,Executive,4,Male,Yes,No,High,B
21,4812,Doctor,3,Male,No,No,Low,A
85,4813,Homemaker,1,Female,No,Yes,Low,D
41,4814,Doctor,3,Male,No,No,Low,B
38,4815,Doctor,5,Male,Yes,No,Average,A
50,4816,Artist,5,Male,Yes,Yes,Average,C
26,4817,Healthcare,6,Male,No,No,Low,C
25,4818,Artist,2,Male,Yes,Yes,Low,A
63,4819,Executive,3,Male,Yes,No,High,C
30,4820,Engineer,3,Female,No,Yes,Low,D
36,4821,Doctor,1,Female,Yes,Yes,Low,B
22,4822,Healthcare,9,Female,No,No,Low,D
42,4823,Executive,5,Male,Yes,Yes,High,B
21,4824,Healthcare,2,Male,No,No,Low,D
38,4825,Executive,3,Male,Yes,Yes,High,C
25,4826,Engineer,3,Female,No,Yes,Low,D
69,4827,Artist,2,Female,Yes,Yes,High,B
53,4828,Artist,1,Male,Yes,Yes,Low,B
36,4829,Artist,2,Male,Yes,Yes,Low,C
29,4830,Executive,2,Male,Yes,No,Average,D
51,4831,Lawyer,1,Female,No,Yes,Low,B
43,4832,Entertainment,1,Male,No,Yes,Low,D
42,4833,Artist,1,Male,No,Yes,Low,B
37,4834,Artist,2,Male,No,Yes,Low,A
66,4835,Lawyer,2,Male,Yes,No,High,B
39,4836,Artist,2,Male,Yes,Yes,Average,A
21,4837,Entertainment,5,Female,No,No,Low,D
28,4838,Executive,2,Female,Yes,Yes,High,C
26,4839,Healthcare,1,Male,No,Yes,Low,D
18,4840,Healthcare,6,Male,No,No,Low,D
23,4841,Healthcare,8,Male,No,No,Low,D
45,4842,Artist,5,Female,Yes,Yes,Average,B
87,4843,Artist,1,Female,Yes,No,Low,A
56,4844,Artist,4,Female,Yes,Yes,Average,C
47,4845,Artist,2,Male,No,Yes,Low,B
68,4846,Doctor,1,Female,No,Yes,Low,A
40,4847,Artist,1,Male,Yes,Yes,Low,A
41,4848,Doctor,1,Female,Yes,Yes,Low,B
35,4849,Artist,1,Male,No,Yes,Low,B
66,4850,Executive,2,Male,Yes,Yes,High,C
22,4851,Doctor,3,Male,No,No,Low,D
18,4852,Marketing,4,Male,No,No,Low,D
60,4853,Artist,1,Male,Yes,No,Low,B
40,4854,Artist,1,Female,Yes,No,Low,D
28,4855,Entertainment,2,Male,No,No,Low,D
42,4856,Artist,2,Male,Yes,No,Low,B
46,4857,Artist,2,Male,No,Yes,Low,B
43,4858,Artist,1,Male,Yes,Yes,Low,B
20,4859,Entertainment,6,Female,No,No,Low,B
27,4860,Engineer,2,Female,No,Yes,Low,D
60,4861,Artist,2,Male,Yes,No,Average,B
71,4862,Lawyer,2,Female,Yes,Yes,High,C
39,4863,Entertainment,1,Female,No,Yes,Low,A
53,4864,Artist,1,Male,No,Yes,Low,A
23,4865,Healthcare,9,Male,No,No,Low,D
50,4866,Artist,1,Female,Yes,Yes,Low,B
35,4867,Executive,4,Male,Yes,Yes,High,C
32,4868,Doctor,2,Male,Yes,Yes,Average,A
33,4869,Engineer,3,Female,Yes,No,High,D
47,4870,Artist,4,Male,Yes,Yes,Average,B
37,4871,Engineer,1,Female,No,Yes,Low,A
23,4872,Healthcare,3,Female,No,No,Low,D
30,4873,Entertainment,1,Female,No,Yes,Low,D
28,4874,Healthcare,2,Female,No,No,Low,A
39,4875,Artist,1,Male,Yes,Yes,Low,B
81,4876,Lawyer,2,Male,Yes,No,High,A
65,4877,Engineer,2,Female,Yes,No,Average,B
30,4878,Healthcare,2,Male,Yes,Yes,Low,A
40,4879,Artist,1,Male,No,Yes,Low,B
28,4880,Artist,6,Male,No,Yes,Low,B
28,4881,Doctor,9,Male,Yes,Yes,Low,D
60,4882,Homemaker,4,Female,Yes,Yes,Low,C
48,4883,Entertainment,3,Male,Yes,Yes,Low,A
70,4884,Lawyer,1,Male,Yes,Yes,Low,D
39,4885,Entertainment,2,Female,Yes,Yes,Average,B
42,4886,Doctor,5,Male,Yes,No,Average,B
38,4887,Entertainment,2,Male,Yes,No,Average,B
35,4888,Artist,1,Male,No,Yes,Low,C
43,4889,Entertainment,3,Male,Yes,Yes,Average,B
83,4890,Lawyer,1,Female,Yes,Yes,Low,B
43,4891,Artist,1,Male,Yes,Yes,Low,B
46,4892,Artist,4,Female,Yes,Yes,Average,C
38,4893,Artist,1,Female,No,Yes,Low,B
69,4894,Executive,2,Male,Yes,No,High,C
26,4895,Healthcare,3,Female,No,Yes,Low,D
37,4896,Healthcare,5,Male,No,No,Low,A
72,4897,Executive,2,Male,Yes,Yes,High,C
52,4898,Artist,4,Male,Yes,Yes,Average,B
85,4899,Lawyer,2,Male,Yes,Yes,High,A
29,4900,Healthcare,3,Female,No,Yes,Low,D
26,4901,Healthcare,4,Male,No,No,Low,C
33,4902,Doctor,6,Female,No,Yes,Low,C
40,4903,Healthcare,1,Female,No,Yes,Low,D
79,4904,Lawyer,2,Male,Yes,Yes,High,B
35,4905,Artist,1,Male,No,No,Low,A
68,4906,Lawyer,1,Female,Yes,Yes,Low,C
36,4907,Artist,5,Male,Yes,Yes,Average,B
51,4908,Executive,5,Male,Yes,Yes,High,C
25,4909,Artist,4,Male,Yes,Yes,Low,D
39,4910,Doctor,2,Female,Yes,Yes,Average,C
35,4911,Artist,2,Female,Yes,Yes,Average,C
35,4912,Executive,3,Male,Yes,No,High,C
39,4913,Engineer,1,Female,No,No,Low,C
83,4914,Executive,2,Male,Yes,No,High,D
45,4915,Artist,2,Male,Yes,Yes,Average,C
40,4916,Artist,2,Male,Yes,Yes,Low,C
27,4917,Artist,5,Female,No,Yes,Low,C
51,4918,Entertainment,3,Male,Yes,No,Average,C
35,4919,Artist,3,Male,Yes,Yes,Average,B
57,4920,Artist,2,Male,Yes,Yes,Low,C
20,4921,Healthcare,4,Male,Yes,No,Average,D
49,4922,Artist,1,Female,No,Yes,Low,A
52,4923,Entertainment,2,Male,No,Yes,Low,B
35,4924,Artist,3,Male,Yes,Yes,Average,C
39,4925,Healthcare,3,Male,Yes,Yes,Low,D
69,4926,Executive,2,Male,Yes,Yes,Low,B
26,4927,Entertainment,2,Female,No,Yes,Low,D
36,4928,Artist,4,Male,Yes,Yes,Low,D
25,4929,Engineer,2,Female,Yes,Yes,Average,A
60,4930,Artist,1,Female,Yes,Yes,Low,B
37,4931,Healthcare,2,Female,No,Yes,Low,A
42,4932,Artist,1,Female,No,No,Low,D
41,4933,Doctor,4,Male,Yes,No,Average,A
75,4934,Executive,1,Male,Yes,No,Low,D
77,4935,Artist,2,Female,Yes,Yes,High,B
31,4936,Healthcare,4,Female,No,Yes,Low,C
33,4937,Doctor,2,Male,No,No,Low,B
60,4938,Executive,4,Male,Yes,Yes,High,B
61,4939,Artist,2,Female,Yes,Yes,Low,C
29,4940,Homemaker,1,Female,No,No,Low,D
83,4941,Artist,2,Male,Yes,Yes,High,A
38,4942,Artist,1,Female,No,Yes,Low,C
28,4943,Artist,4,Male,No,Yes,Low,C
65,4944,Entertainment,2,Male,Yes,Yes,High,A
61,4945,Doctor,4,Female,Yes,Yes,Average,B
51,4946,Engineer,2,Female,Yes,No,Low,D
36,4947,Executive,3,Male,Yes,No,High,D
55,4948,Artist,2,Female,Yes,Yes,Average,C
46,4949,Artist,4,Female,Yes,Yes,Average,A
43,4950,Artist,2,Female,Yes,Yes,Average,B
57,4951,Doctor,3,Male,Yes,No,Low,B
35,4952,Doctor,1,Male,Yes,No,Low,A
37,4953,Artist,3,Female,Yes,Yes,Low,A
35,4954,Artist,2,Male,Yes,Yes,Average,A
37,4955,Executive,2,Male,Yes,No,Low,A
38,4956,Executive,3,Male,Yes,Yes,Average,B
61,4957,Artist,2,Male,Yes,Yes,Average,C
53,4958,Artist,6,Male,Yes,No,Average,A
